Gata;Område;Storlek;Slutpris;Månadskostnad;Datum;Hiss;Nyproduktion;Balkong;Uteplats;Kommun;Rooms
Vegagatan 21;Centrala Sundbyberg;87;5500000;3943;26 jan. 2022;1;0;1;0; Sundbybergs kommun;5
Oxenstiernas allé 12, vån 5;Sundbyberg/Ursvik;55;2630000;2847;26 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Örsvängen 7, 7 tr;Ör / Sundbyberg;74;3650000;3282;25 jan. 2022;1;0;1;0; Sundbybergs kommun;3
Stallgatan 17;Ursvik;78;4000000;3953;25 jan. 2022;1;0;1;0; Sundbybergs kommun;3
Milstensvägen 11;Ursvik;100;4600000;5313;25 jan. 2022;1;0;1;0; Sundbybergs kommun;4
Furuvägen 24;Centrala Sundbyberg;78,5;6200000;4451;25 jan. 2022;1;0;1;0; Sundbybergs kommun;3
Vintergatan 1;Centrala Sundbyberg;46;3700000;2357;24 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Eliegatan 4;Centrala Sundbyberg;63;4750000;3936;24 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Starrbäcksgatan 26;Centrala Sundbyberg;56;3295000;3181;24 jan. 2022;1;0;0;0; Sundbybergs kommun;2
Örsvängen 5 ;Ör;77;3600000;3416;24 jan. 2022;1;0;1;0; Sundbybergs kommun;3
Hamngatan 27A;Centrala Sundbyberg;81;7500000;3908;24 jan. 2022;1;0;1;0; Sundbybergs kommun;3
Boplatsvägen 19;Järvastaden;89;5000000;4904;24 jan. 2022;1;0;1;0; Sundbybergs kommun;4
Hamngatan 22A;Centrala Sundbyberg;55;4350000;3714;21 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Råstensgatan 13;Centrala Sundbyberg;60;4225000;3901;21 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Björkhagsvägen 14;Duvbo;75;4750000;4532;21 jan. 2022;0;0;0;1; Sundbybergs kommun;3
Gamla Enköpingsvägen 180, 4tr;Ursvik;44;2300000;2768;20 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Ekovägen 43I;Sundbyberg Duvbo;47;2150000;3400;20 jan. 2022;0;0;0;0; Sundbybergs kommun;2
Hamngatan 13B;Centrala Sundbyberg;40,5;3320000;2373;20 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Humblegatan 15, 6 tr;Lilla Alby;75;5400000;5806;20 jan. 2022;1;0;1;0; Sundbybergs kommun;3
Ursviksvägen 10 B;Stockholm;52;3500000;3039;19 jan. 2022;0;0;0;0; Sundbybergs kommun;2
Forskningsringen 82A;Ursvik;52;2550000;3259;19 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Humblegatan 5B 3/3 tr;Lilla Alby;70;4100000;4025;19 jan. 2022;0;0;1;0; Sundbybergs kommun;2
Tulegatan 18;Centrala Sundbyberg;39;3000000;1990;19 jan. 2022;1;0;0;0; Sundbybergs kommun;2
Mariagatan 8a, 3tr;Centrala Sundbyberg;87;6125000;4546;19 jan. 2022;0;0;1;0; Sundbybergs kommun;5
Logdansvägen 2, 2 Tr;Ör;74,4;3680000;3602;19 jan. 2022;0;0;1;0; Sundbybergs kommun;5
Ågatan 18;Centrala Sundbyberg;59;4400000;3359;18 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Skogsbacken 20;Storskogen;96,5;6730000;4370;18 jan. 2022;1;0;1;0; Sundbybergs kommun;4
Grönlingens väg 2;Sundbyberg/Ursvik;80;4100000;4078;18 jan. 2022;1;0;1;1; Sundbybergs kommun;4
Mariagatan 7A;Centrala Sundbyberg;57;4460000;2762;18 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Brogatan 12;Järvastaden - Västra Brotorp;80,5;4700000;4310;18 jan. 2022;1;0;1;0; Sundbybergs kommun;3
Ängsstigen 8;Sundbyberg;43;2800000;2392;18 jan. 2022;0;0;0;1; Sundbybergs kommun;2
Skrivargatan 28, BV;Sundbyberg/Ursvik;87;3950000;4787;18 jan. 2022;1;0;1;1; Sundbybergs kommun;4
Tråddragargränd 8A;Sundbyberg Centrum;50;3800000;2917;18 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Mariagatan 8 B;Centrala Sundbyberg;41;3515000;2311;17 jan. 2022;0;0;1;0; Sundbybergs kommun;2
Rosengatan 3B;Centrala Sundbyberg;45;3500000;3284;17 jan. 2022;0;0;1;0; Sundbybergs kommun;2
Boplatsvägen 19;Järvastaden;42;2800000;2684;17 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Vintergatan 3B. 3tr;Centrala Sundbyberg;54;4475000;2672;15 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Vattugatan 6;Centrala Sundbyberg;60;4350000;3227;14 jan. 2022;0;0;0;0; Sundbybergs kommun;2
Ekovägen 45G;Duvbo;47;2360000;3400;13 jan. 2022;0;0;0;1; Sundbybergs kommun;2
Bergshöjden 12;Hallonbergen;68,8;2150000;3859;13 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Vintergatan 2B, 1tr;Centrala Sundbyberg;43;3400000;2377;13 jan. 2022;1;0;0;0; Sundbybergs kommun;2
Logdansvägen 48;Sundbyberg/Ör;109,5;3750000;5301;12 jan. 2022;0;0;1;0; Sundbybergs kommun;4
Vattugatan 9;Sundbyberg;43,5;2850000;2076;12 jan. 2022;1;0;0;0; Sundbybergs kommun;2
Råstensgatan 14;Centrala Sundbyberg;45;3275000;2688;12 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Vintergatan 2C, 5TR;Centrala Sundbyberg;55;4200000;3040;12 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Stallgatan 17, BV;Sundbyberg/Ursvik;67;3180000;3543;12 jan. 2022;1;0;1;1; Sundbybergs kommun;3
Gjuteribacken 21 A ;Centrala Sundbyberg;78,4;5700000;4137;11 jan. 2022;1;0;0;0; Sundbybergs kommun;2
Gjuteribacken 16 B;Centrala Sundbyberg;44;3100000;3029;11 jan. 2022;0;0;1;0; Sundbybergs kommun;2
Oxenstiernas allé 23;Ursvik;59;3050000;3457;11 jan. 2022;1;0;1;0; Sundbybergs kommun;3
Brännarvägen 7;Ursvik;43,5;2300000;2529;11 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Vegagatan 32;Stockholm;47;3270000;2937;11 jan. 2022;0;0;0;0; Sundbybergs kommun;2
Lötsjövägen 85;Hallonbergen;95,3;3620000;4920;11 jan. 2022;1;0;1;0; Sundbybergs kommun;4
Järnvägsgatan 52A, Vindslägenhet;Centrala Sundbyberg;54;3750000;2824;10 jan. 2022;1;0;0;0; Sundbybergs kommun;2
Forskningsringen 86;Ursvik;50,5;2425000;3456;10 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Tulegatan 27B, vån 5/5;Centrala Sundbyberg;7;4550000;4050;10 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Landsvägen 51;Centrala Sundbyberg;70;5500000;1525;8 jan. 2022;0;0;1;0; Sundbybergs kommun;5
Järnvägsgatan 52B;Centrala Sundbyberg;74;4900000;3279;8 jan. 2022;1;0;0;0; Sundbybergs kommun;5
Forskningsringen 86, vån 2;Sundbyberg/Ursvik;75,5;3700000;4464;8 jan. 2022;1;0;1;0; Sundbybergs kommun;3
Råstensgatan 12;Centrala Sundbyberg;58;4000000;3410;7 jan. 2022;1;0;1;0; Sundbybergs kommun;3
Humblegatan 31A;Centrala Sundbyberg (Lilla Alby);54;3725000;3226;7 jan. 2022;1;0;0;1; Sundbybergs kommun;2
Sturegatan 47A;Centrala Sundbyberg;45;3450000;3106;6 jan. 2022;0;0;0;0; Sundbybergs kommun;2
Tallgatan 15;Centrala Sundbyberg;46;3450000;2437;5 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Lötsjövägen 21;Hallonbergen;82,1;3010000;4238;5 jan. 2022;1;0;1;0; Sundbybergs kommun;3
Forskningsringen 90B;Ursvik;53,5;2600000;3577;2 jan. 2022;1;0;1;0; Sundbybergs kommun;2
Löfströms Allé 2D, 6TR;Centrala Sundbyberg;45;3700000;2625;29 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Sturegatan 47A, 1tr;Centrala Sundbyberg;65;5050000;3622;27 dec. 2021;0;0;1;0; Sundbybergs kommun;5
Ursviks allé 35;Ursviks allé;39;2200000;2539;27 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Oxenstiernas Allé 20, 4 tr;Ursvik;91,5;4100000;5169;26 dec. 2021;1;0;1;0; Sundbybergs kommun;4
Brunnsgatan 2A;Centrala Sundbyberg;63;3800000;4230;26 dec. 2021;0;0;1;0; Sundbybergs kommun;2
Hamngatan 24A, 7tr;Lilla Alby;55;4450000;3641;22 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Götgatan 2;Centrala Sundbyberg;60,5;3950000;4260;22 dec. 2021;1;0;1;0; Sundbybergs kommun;3
Vattugatan 14A, HÖGST UPP!;Stockholm;65;5200000;3753;21 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Kavaljersbacken 10;Ör;67;2300000;2549;20 dec. 2021;0;0;1;0; Sundbybergs kommun;2
Bergsgatan 16B;Centrala Sundbyberg;38;3400000;2789;18 dec. 2021;1;0;0;0; Sundbybergs kommun;2
Forskargränd 4A;Ursvik;81;3850000;4655;17 dec. 2021;1;0;1;0; Sundbybergs kommun;3
Tulegatan 5;Sundbyberg;69;5100000;3896;17 dec. 2021;1;0;1;0; Sundbybergs kommun;3
Järnvägsgatan 68, vån 5av5;Stockholm;85;8900000;8900000;16 dec. 2021;1;0;1;0; Sundbybergs kommun;4
Ladugårdsgatan 10;Ursvik;34,5;2175000;2175000;16 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Ladugårdsgatan 6;Ursvik;44;2350000;2350000;15 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Örsvängen 11;Sundbyberg;87;3975000;3975000;15 dec. 2021;1;0;1;0; Sundbybergs kommun;4
Kavaljersbacken 2;Ör;71,5;2600000;2600000;15 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Gamla Enköpingsvägen 178;Ursvik;44;2300000;2300000;14 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Solvallavägen 48B;Duvbo;70;2950000;2950000;14 dec. 2021;0;0;1;0; Sundbybergs kommun;3
Esplanaden 18;Centrala Sundbyberg;57;5100000;5100000;14 dec. 2021;1;0;1;0; Sundbybergs kommun;3
Vattugatan 12;Centrala Sundbyberg;77;4575000;4575000;14 dec. 2021;1;0;1;0; Sundbybergs kommun;3
Gjuteribacken 4B;Sundbyberg;60;3800000;3800000;14 dec. 2021;0;0;1;0; Sundbybergs kommun;3
Ursviks allé 35;Stora Ursvik;39;2230000;2230000;13 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Rissneleden 101B, vån 3/3!;Rissne;55;2400000;2400000;13 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Solvallavägen 41B, 1tr;Duvbo;63;2650000;2650000;12 dec. 2021;0;0;1;0; Sundbybergs kommun;2
Vattugatan 20A, BV;Centrala Sundbyberg;33;2520000;2520000;12 dec. 2021;1;0;0;1; Sundbybergs kommun;2
Bergshöjden 34;Hallonbergen;54;2025000;2025000;11 dec. 2021;0;0;0;0; Sundbybergs kommun;2
Hamngatan 5;Sundbyberg;97;8300000;8300000;10 dec. 2021;1;0;1;0; Sundbybergs kommun;4
Ågatan 17;Lilla Alby;59;4350000;4350000;9 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Duvgränd 1;Centrala Sundbyberg;43;3300000;3300000;9 dec. 2021;0;0;1;0; Sundbybergs kommun;2
Hamngatan 18B, Vån 5;Centrala Sundbyberg;48;3750000;3750000;9 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Gamla Enköpingsvägen 174;Ursvik;45;2250000;2250000;9 dec. 2021;1;0;1;1; Sundbybergs kommun;2
Humblegatan 28B;Centrala Sundbyberg (Lilla Alby);50;3100000;3100000;9 dec. 2021;1;0;0;0; Sundbybergs kommun;2
Vintergatan 12;Sundbyberg;48;3020000;3020000;9 dec. 2021;0;0;0;0; Sundbybergs kommun;2
Gamla Enköpingsvägen 152;Ursvik;44,5;2100000;2100000;8 dec. 2021;1;0;1;1; Sundbybergs kommun;2
Spinnerigatan 7;Lilla Alby;37;3260000;3260000;8 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Marieborgsgatan 67, 4tr;Ursvik;90;4400000;4400000;8 dec. 2021;1;0;1;0; Sundbybergs kommun;4
Trädgårdsgatan 23, vån 4;Lilla Alby;59;3790000;3790000;8 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Forskargränd 5;Ursvik;58;2820000;2820000;8 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Oxenstiernas Allé 22;Ursvik;42,5;2250000;2250000;8 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Fredsgatan 17, BV;Centrala Sundbyberg;42;2800000;2800000;8 dec. 2021;1;0;0;0; Sundbybergs kommun;2
Oxenstiernas Allé 14;Ursvik;77,5;3515000;3515000;8 dec. 2021;1;0;1;0; Sundbybergs kommun;3
Mariagatan 9;Centrala Sundbyberg;60;4250000;4250000;8 dec. 2021;1;0;0;0; Sundbybergs kommun;2
Tallgatan 10;Centrala Sundbyberg;61;3780000;3780000;7 dec. 2021;1;0;1;0; Sundbybergs kommun;3
Kavallerivägen 2C, 2tr;Rissne;55;2650000;2650000;7 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Ursviks allé 47;Ursvik;76,5;3520000;3520000;7 dec. 2021;1;0;1;0; Sundbybergs kommun;3
Vintergatan 2D;Centrala Sundbyberg;76;5110000;5110000;7 dec. 2021;1;0;0;1; Sundbybergs kommun;3
Tornstigen 24A;Centrala Sundbyberg;53;4050000;4050000;7 dec. 2021;0;0;1;0; Sundbybergs kommun;3
Lötsjövägen 87;Hallonbergen;68,8;2300000;3552;7 dec. 2021;1;0;1;0; Sundbybergs kommun;3
Trädgårdsgatan 4A;Centrala Sundbyberg;55;3275000;3403;6 dec. 2021;0;0;1;0; Sundbybergs kommun;2
Lötsjövägen 83;Hallonbergen;67;2250000;3459;6 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Mjölnerbacken 67;Rissne;82;2930000;3715;6 dec. 2021;1;0;1;0; Sundbybergs kommun;3
Råstensgatan 6;Centrala Sundbyberg;36;3100000;1907;5 dec. 2021;1;0;0;0; Sundbybergs kommun;2
Kanalstigen 30, Bv;Duvbo;60,5;3370000;4467;4 dec. 2021;1;0;0;1; Sundbybergs kommun;2
Gjuteribacken 21 A ;Centrala Sundbyberg;78,4;5250000;4210;3 dec. 2021;1;0;0;0; Sundbybergs kommun;3
Mjölnerbacken 65;Rissne;79;3000000;3634;3 dec. 2021;1;0;1;0; Sundbybergs kommun;3
Starrbäcksgatan 11C;Centrala Sundbyberg;51;3325000;2890;3 dec. 2021;1;0;0;0; Sundbybergs kommun;2
Starrbäcksgatan 11A;Centrala Sundbyberg;79;5400000;4420;3 dec. 2021;1;0;1;0; Sundbybergs kommun;3
Skrivargatan 30;Ursvik;53;2825000;3032;3 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Örsvängen 11 - VÅN 6;Sundbyberg - Ör;77;3260000;3958;3 dec. 2021;1;0;1;0; Sundbybergs kommun;3
Tulegatan 16, vån 12;Sundbyberg;39;3450000;2112;3 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Stenbrottsgatan 1, vån 1;Sundbyberg/ Storskogen;72,5;4650000;4239;3 dec. 2021;1;0;1;0; Sundbybergs kommun;3
Örsvängen 7, 1 tr;Ör;69;2525000;3061;2 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Oxenstiernas Allé 22;Ursvik;102,5;4300000;5703;2 dec. 2021;1;0;1;0; Sundbybergs kommun;4
Vegagatan 16;Centrala Sundbyberg;56;3900000;3197;2 dec. 2021;0;0;1;0; Sundbybergs kommun;2
Marieborgsgatan 4;Ursvik;81;4000000;4146;1 dec. 2021;1;0;1;0; Sundbybergs kommun;4
Ursviksvägen 8, 2tr;Centrala Sundbyberg;67;4125000;3102;1 dec. 2021;1;0;1;0; Sundbybergs kommun;5
Boplatsvägen 4;Brotorp - Järvastaden;68;3800000;3999;1 dec. 2021;1;0;1;0; Sundbybergs kommun;3
Forskningsringen 90B;Ursvik;71;3675000;4283;1 dec. 2021;1;0;1;0; Sundbybergs kommun;3
Vintergatan 2A;Centrala Sundbyberg;41;3420000;2266;1 dec. 2021;1;0;1;0; Sundbybergs kommun;2
Granlidsvägen 2;Sundbyberg;50;2825000;3548;30 nov. 2021;0;0;0;0; Sundbybergs kommun;2
Löfströms allé 2A;Centrala Sundbyberg;79;5700000;4279;30 nov. 2021;1;0;1;0; Sundbybergs kommun;3
Tornstigen 22A, 3tr;Centrala Sundbyberg;53;3795000;4303;30 nov. 2021;0;0;1;0; Sundbybergs kommun;5
Starrbäcksgatan 9C;Centrala Sundbyberg;71;4600000;3696;30 nov. 2021;1;0;1;0; Sundbybergs kommun;3
Vintergatan 1, Vån 4;Centrala Sundbyberg;54;4730000;2672;29 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Stenbrottsgatan 5;Centrala Sundbyberg;67;4350000;3896;29 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Bergshöjden 8;Hallonbergen;80,8;3100000;4038;29 nov. 2021;0;0;0;1; Sundbybergs kommun;3
Fågelsången 2B;Centrala Sundbyberg;65,5;4595000;2777;28 nov. 2021;1;0;0;0; Sundbybergs kommun;4
Ursviksvägen 16;Stockholm;61,5;3650000;2217;28 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Rosengatan 8;Centrala Sundbyberg;53;4100000;3213;27 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Tallgatan 7A;Centrala Sundbyberg;70;4800000;2970;27 nov. 2021;0;0;1;0; Sundbybergs kommun;3
Gamla Enköpingsvägen 176;Ursvik - Sundbyberg;77;3250000;4338;27 nov. 2021;1;0;0;1; Sundbybergs kommun;4
Vegagatan 25;Centrala Sundbyberg;87;5700000;4020;26 nov. 2021;1;0;1;0; Sundbybergs kommun;3
Gjuteribacken 21A, Lgh 1701;Centrala Sundbyberg;123,3;7350000;5958;25 nov. 2021;1;0;0;0; Sundbybergs kommun;4
Forskningsringen 85a;Ursvik;83,5;3300000;4787;25 nov. 2021;1;0;0;0; Sundbybergs kommun;5
Forskningsringen 80;Ursvik;35;2225000;2623;25 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Landsvägen 51;Centrala Sundbyberg;70;5335000;1525;24 nov. 2021;0;0;0;0; Sundbybergs kommun;2
Ursviksvägen 3;Centrala Sundbyberg;54,5;3950000;3265;24 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Sturegatan 45;Centrala Sundbyberg;92;6350000;3867;24 nov. 2021;1;0;1;0; Sundbybergs kommun;3
Tulegatan 66;Duvbo;53;3450000;3167;24 nov. 2021;0;0;1;0; Sundbybergs kommun;2
Hamngatan 22A, 1 tr;Sundbyberg Strand;61;4280000;3883;24 nov. 2021;1;0;1;1; Sundbybergs kommun;2
Rissneleden 165 8tr;Sundbyberg / Rissne;82;3425000;4269;24 nov. 2021;1;0;1;0; Sundbybergs kommun;4
Rissneleden 165;Sundbyberg / Rissne;82;3420000;4269;24 nov. 2021;1;0;1;0; Sundbybergs kommun;5
Ågatan 20;Centrala Sundbyberg;59;5100000;3340;23 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Rosengatan 8;Centrala Sundbyberg;54;4460000;3213;23 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Tallgatan 11;Centrala Sundbyberg;86;4900000;3886;23 nov. 2021;1;0;1;0; Sundbybergs kommun;3
Vinthundsgatan 115;Järvastaden;70;4100000;3727;23 nov. 2021;1;0;1;0; Sundbybergs kommun;3
Vinthundsgatan 111;Brotorp - Järvastaden;70;4050000;3726;23 nov. 2021;1;0;1;0; Sundbybergs kommun;3
Brogatan 9, bv;Brotorp - Järvastaden;68;3650000;3915;23 nov. 2021;1;0;0;1; Sundbybergs kommun;3
Landsvägen 71;Sundbyberg Centrum;109;9600000;4755;23 nov. 2021;1;0;1;0; Sundbybergs kommun;4
Lavettvägen 43;Rissne;101;3700000;5454;23 nov. 2021;1;0;1;0; Sundbybergs kommun;4
Vattugatan 9;Centrala Sundbyberg;55;3500000;2729;23 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Oxenstiernas allé 19;Ursvik;64;3300000;3694;20 nov. 2021;1;0;1;0; Sundbybergs kommun;3
Lötsjövägen 45;Hallonbergen;67,6;2250000;3490;19 nov. 2021;0;0;0;0; Sundbybergs kommun;2
Fredsgränd 17;Lötsjöhöjden;64,5;4525000;3451;18 nov. 2021;1;0;0;1; Sundbybergs kommun;3
Tulegatan 74, vån 3/3;Centrala Sundbyberg;62;3850000;4082;18 nov. 2021;0;0;1;0; Sundbybergs kommun;3
Trädgårdsgatan 5;Centrala Sundbyberg;40;2600000;2606;18 nov. 2021;0;0;0;0; Sundbybergs kommun;2
Tulegatan 6B;Centrala Sundbyberg;45;3270000;2539;18 nov. 2021;0;0;1;0; Sundbybergs kommun;2
Mjölnerbacken 22;Rissne;63;2540000;2894;18 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Mjölnerbacken 67;Rissne;63;2400000;2974;17 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Forskargränd 3;Ursvik;80;3860000;4282;17 nov. 2021;1;0;1;0; Sundbybergs kommun;3
Fredsgränd 13, 2 tr;Lötsjöhöjden;77;6050000;4043;17 nov. 2021;1;0;1;0; Sundbybergs kommun;3
Vinthundsgatan 84;Brotorp - Järvastaden;88;4800000;4473;17 nov. 2021;1;0;1;0; Sundbybergs kommun;3
Fredsgatan 2A;Centrala Sundbyberg;61;4100000;3403;17 nov. 2021;1;0;1;0; Sundbybergs kommun;5
Tulegatan 16, 7 tr!;Centrala Sundbyberg;39;3350000;2112;17 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Tulegatan 27A;Centrala Sundbyberg;38,9;3150000;2732;17 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Gamla Enköpingsvägen 174;Ursvik;53,5;2400000;2717;17 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Franstorpsvägen 4C;Centrala Sundbyberg;56,5;3200000;4387;17 nov. 2021;1;0;0;0; Sundbybergs kommun;2
Kavaljersbacken 8;Ör;71;2700000;2682;17 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Järnvägsgatan 40;Centrala Sundbyberg;68;4250000;3903;16 nov. 2021;1;0;0;0; Sundbybergs kommun;3
Logdansvägen 34;Ör;132,5;4340000;6414;16 nov. 2021;0;0;1;0; Sundbybergs kommun;4
Råstensgatan 10, 2tr;Centrala Sundbyberg;53;3810000;2819;16 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Tulegatan 72;Centrala Sundbyberg;53;3650000;3196;16 nov. 2021;0;0;1;0; Sundbybergs kommun;2
Logdansvägen 46;Hallonbergen;71,8;2465000;3476;16 nov. 2021;0;0;1;0; Sundbybergs kommun;2
Mjölnerbacken 33;Rissne;59;2530000;3044;16 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Albygatan 127, 1tr;Lilla Alby;96;6700000;5232;16 nov. 2021;1;0;1;0; Sundbybergs kommun;4
Ekovägen 44;Duvbo;97;4600000;5557;12 nov. 2021;1;0;1;0; Sundbybergs kommun;4
Ängsstigen 20;Centrala Sundbyberg;47;2500000;3373;11 nov. 2021;0;0;0;0; Sundbybergs kommun;2
Milstensvägen 29;Sundbyberg/Ursvik;59;2600000;3020;11 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Prästgårdsgatan 2, 6tr;Sundbyberg Centrum;47;3650000;2154;11 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Brogatan 9;Brotorp/järvastaden;68;3650000;4001;10 nov. 2021;1;0;1;0; Sundbybergs kommun;3
Vintergatan 3A;Centrala Sundbyberg;54;4130000;2672;10 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Fredsgatan 15;Centrala Sundbyberg;60;4010000;3115;10 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Furuvägen 23, Etagelägenhet högst upp!;Centrala Sundbyberg;17;7750000;4918;10 nov. 2021;1;0;1;0; Sundbybergs kommun;4
Vackra vägen 10A;Sundbyberg;88;7160000;5206;10 nov. 2021;1;0;1;0; Sundbybergs kommun;3
Vattugatan 6;Centrala Sundbyberg;124;9635000;5926;10 nov. 2021;1;0;1;0; Sundbybergs kommun;4
Vegagatan 15;Centrala Sundbyberg;70;5500000;2043;10 nov. 2021;0;0;1;0; Sundbybergs kommun;3
Milstensvägen 50;Ursvik;80;3875000;4077;9 nov. 2021;1;0;1;0; Sundbybergs kommun;4
Lötsjövägen 15;Hallonbergen;67;2115000;3459;9 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Spinnerigatan 7;Lilla Alby;50;4000000;2917;9 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Mjölnerbacken 24;Rissne;63;2400000;3011;9 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Oxenstiernas Allé 33;Sundbyberg/Ursvik;72,1;2800000;4395;9 nov. 2021;1;0;0;1; Sundbybergs kommun;3
Tulegatan 6;Sundbyberg;45;3560000;2414;8 nov. 2021;0;0;1;0; Sundbybergs kommun;2
Hamngatan 24A;Centrala Sundbyberg;60,5;4525000;3863;8 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Rosengatan 8;Centrala Sundbyberg;34;2850000;2276;7 nov. 2021;1;0;1;1; Sundbybergs kommun;2
Vintergatan 3A;Sundbyberg;54;4000000;2672;5 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Tallgatan 15, 3tr;Centrala Sundbyberg;58;3700000;3073;5 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Tulegatan 71, 2tr;Centrala Sundbyberg;55;3800000;3206;5 nov. 2021;0;0;1;0; Sundbybergs kommun;2
Duvgränd 5A;Sundbyberg;136;7810000;5670;5 nov. 2021;0;0;1;0; Sundbybergs kommun;3
Brogatan 16;Brotorp/järvastaden;43;2550000;2904;4 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Brännarvägen 5;Ursvik;55;2750000;3198;4 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Lötsjövägen 87;Hallonbergen;55;2250000;2839;4 nov. 2021;1;0;0;1; Sundbybergs kommun;2
Järnvägsgatan 70;Stockholm;52;3450000;2960;4 nov. 2021;0;0;1;0; Sundbybergs kommun;2
Logdansvägen 34;Ör;132,5;4520000;6414;4 nov. 2021;0;0;1;0; Sundbybergs kommun;4
Vintergatan 2D;Centrala Sundbyberg;86;8200000;4302;4 nov. 2021;1;0;1;0; Sundbybergs kommun;4
Lötsjövägen 53;Hallonbergen;67;2200000;3240;4 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Gamla Enköpingsvägen 174;Ursvik;45;2250000;2508;4 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Svalgränd 8B, accepterat pris!;Centrala Sundbyberg;68;4025000;3587;4 nov. 2021;1;0;1;0; Sundbybergs kommun;3
Mjölnerbacken 33;Rissne;79;3010000;4075;4 nov. 2021;1;0;1;0; Sundbybergs kommun;3
Ursviksvägen 114B;Sundbyberg / Lilla Ursvik;93;3500000;5617;4 nov. 2021;0;0;1;0; Sundbybergs kommun;4
Mjölnerbacken 72;Rissne;79,3;3055000;3857;3 nov. 2021;1;0;1;0; Sundbybergs kommun;3
Sundbybergs Torg 1B;Centrala Sundbyberg;53;4020000;3368;3 nov. 2021;1;0;1;0; Sundbybergs kommun;2
Boplatsvägen 5;Brotorp - Järvastaden;68;3800000;3913;3 nov. 2021;1;0;1;0; Sundbybergs kommun;3
